user,channel,message,timestamp,time,donation
user_1379,channel_3,You're the best!,2022-09-11 12:13:22,12:13:22,5
user_449,channel_2,NOOOO,2022-09-11 12:48:32,12:48:32,0
user_971,channel_1,#DOMINATOR,2022-09-11 13:20:58,13:20:58,0
user_1119,channel_4,i believe <3 o7,2022-09-11 14:06:11,14:06:11,0
user_868,channel_5,OMEGALUL,2022-09-11 14:10:49,14:10:49,0
user_959,channel_5,We know <3,2022-09-11 15:12:12,15:12:12,0
user_11,channel_3,@wheelzonfiree there's a google doc questionnaire somewhere on the discord,2022-09-11 15:54:48,15:54:48,0
user_55,channel_3,OOOOOOOOO,2022-09-11 15:57:11,15:57:11,0
user_694,channel_1,Poggers,2022-09-11 16:43:03,16:43:03,0
user_344,channel_3,WutFace,2022-09-11 16:56:45,16:56:45,0
user_688,channel_2,@harevald yes please now tell my parents that the 1 with money doesn't want to get divorced and the 1 without does but doesn't because of money for the kids lol,2022-09-11 18:45:41,18:45:41,0
user_293,channel_1,(,2022-09-11 19:07:48,19:07:48,0
user_2,channel_5,IT'S DIFFICULT IN TODAY'S TIME BibleThump,2022-09-11 19:38:51,19:38:51,0
user_404,channel_4,can we refund our brain and get a new one?,2022-09-11 19:55:17,19:55:17,0
user_55,channel_3,Damn that plot twist,2022-09-11 20:45:49,20:45:49,0
user_198,channel_1,LESGOOOOO POGGERS,2022-09-11 21:00:56,21:00:56,0
user_38,channel_1,KEKW,2022-09-11 22:01:19,22:01:19,0
user_268,channel_4,You're the best!,2022-09-11 22:09:24,22:09:24,100
user_1082,channel_2,I cannot afford therapy in this big city . it's too expensive. one of the reasons of my depression is my Financial,2022-09-11 22:17:25,22:17:25,0
user_843,channel_3,popCat,2022-09-11 22:34:27,22:34:27,0
user_6,channel_1,its just shame,2022-09-11 22:43:36,22:43:36,0
user_357,channel_2,@NumbNumbNut <3,2022-09-11 23:12:44,23:12:44,0
user_172,channel_1,yo i dropped something in the forest can you go get it,2022-09-11 23:49:10,23:49:10,0
user_389,channel_3,EZ,2022-09-12 00:11:34,00:11:34,0
user_408,channel_5,4Head,2022-09-12 00:51:50,00:51:50,0
user_965,channel_5,my delete my message?,2022-09-12 01:12:19,01:12:19,0
user_383,channel_1,i watch XXX for enlightenment 5Head,2022-09-12 01:17:37,01:17:37,0
user_1077,channel_5,The guy is really brave! I hope is going to be fine!,2022-09-12 02:27:27,02:27:27,0
user_988,channel_4,the G in healthyGamer stands for giga,2022-09-12 02:30:52,02:30:52,0
user_418,channel_3,Oh you,2022-09-12 04:29:39,04:29:39,0
user_14,channel_3,not mine Sadge,2022-09-12 04:38:21,04:38:21,0
user_582,channel_5,true Sadge,2022-09-12 05:46:38,05:46:38,0
user_150,channel_2,whos cutting onions,2022-09-12 05:48:00,05:48:00,0
user_575,channel_3,,2022-09-12 06:21:39,06:21:39,0
user_795,channel_3,<3,2022-09-12 06:58:07,06:58:07,0
user_359,channel_5,Shame,2022-09-12 07:21:24,07:21:24,0
user_81,channel_4,haha,2022-09-12 07:56:31,07:56:31,0
user_14,channel_1,Pog,2022-09-12 08:28:22,08:28:22,0
user_778,channel_4,@pokrak1 straight from the source,2022-09-12 08:50:22,08:50:22,0
user_404,channel_4,monkaW,2022-09-12 09:02:04,09:02:04,0
user_232,channel_1,WHEW,2022-09-12 09:17:14,09:17:14,0
user_582,channel_4,FOUR?,2022-09-12 09:25:21,09:25:21,0
user_240,channel_1,chaps2Heart chaps2Heart,2022-09-12 10:15:31,10:15:31,0
user_998,channel_2,BASED DEPARTMENT,2022-09-12 10:18:43,10:18:43,0
user_408,channel_5,EZ,2022-09-12 10:21:03,10:21:03,0
user_255,channel_4,responsibility monkaW,2022-09-12 10:29:02,10:29:02,0
user_1299,channel_2,Ive already done that today i had the first happy day in years,2022-09-12 10:42:01,10:42:01,0
user_14,channel_2,<3,2022-09-12 10:51:58,10:51:58,0
user_451,channel_4,just be gamerchad,2022-09-12 10:57:16,10:57:16,0
user_1172,channel_3,Nice,2022-09-12 11:56:02,11:56:02,0
user_690,channel_1,listening to ma and da screaming at each other every evening also isnt great,2022-09-12 12:28:06,12:28:06,0
user_502,channel_3,he said he was 10 in 2006 i think? so he'd be like 25?,2022-09-12 12:54:49,12:54:49,0
user_398,channel_4,@Brunix126 no its not its so good tahts why it hurts so much,2022-09-12 13:05:24,13:05:24,0
user_368,channel_4,seeing my parents makes me fear  marriage Sadge,2022-09-12 13:32:43,13:32:43,0
user_582,channel_4,),2022-09-12 13:38:21,13:38:21,0
user_423,channel_5,LUL LUL LUL,2022-09-12 13:43:41,13:43:41,0
user_1020,channel_2,<3 <3 <3 <3 <3 <3 <3 <3,2022-09-12 15:13:19,15:13:19,0
user_156,channel_1,<3,2022-09-12 15:44:55,15:44:55,0
user_425,channel_4,LULW,2022-09-12 15:45:19,15:45:19,0
user_158,channel_2,Dr K vollluuuuummmeee,2022-09-12 16:17:10,16:17:10,0
user_24,channel_4,Based Dr K 5Head,2022-09-12 16:18:57,16:18:57,0
user_509,channel_1,<3,2022-09-12 16:48:03,16:48:03,0
user_844,channel_5,Exactly,2022-09-12 16:51:07,16:51:07,0
user_243,channel_2,this is probably gonna get clipped,2022-09-12 16:55:43,16:55:43,0
user_267,channel_3,?,2022-09-12 17:13:27,17:13:27,0
user_651,channel_1,Sound like true companions,2022-09-12 17:34:18,17:34:18,0
user_53,channel_5,poor guy having to explain it LULW,2022-09-12 18:27:30,18:27:30,0
user_1245,channel_4,D,2022-09-12 20:32:03,20:32:03,0
user_942,channel_4,no excuses,2022-09-12 20:32:05,20:32:05,0
user_450,channel_4,You're the best!,2022-09-12 21:01:26,21:01:26,10
user_1249,channel_5,KEKW,2022-09-12 21:10:22,21:10:22,0
user_110,channel_5,FeelsStrongMan,2022-09-12 21:35:54,21:35:54,0
user_416,channel_1,@PogChamp_IS_WHACK30303030 KEKW,2022-09-12 22:13:08,22:13:08,0
user_653,channel_4,CHAD MR. K,2022-09-12 22:53:08,22:53:08,0
user_600,channel_4,rationalising PepeLaugh,2022-09-12 23:04:15,23:04:15,0
user_1333,channel_4,TRIHEX,2022-09-13 00:28:52,00:28:52,0
user_382,channel_5,),2022-09-13 00:31:06,00:31:06,0
user_733,channel_5,monkaW,2022-09-13 00:44:36,00:44:36,0
user_381,channel_4,MUTED,2022-09-13 01:48:09,01:48:09,0
user_59,channel_3,Yah I learned a lot,2022-09-13 02:05:48,02:05:48,0
user_39,channel_5,CANDICE,2022-09-13 02:10:53,02:10:53,0
user_69,channel_1,monkaW,2022-09-13 02:41:07,02:41:07,0
user_413,channel_3,dr. K like WTF,2022-09-13 03:36:38,03:36:38,0
user_578,channel_3,📷 mic,2022-09-13 03:56:57,03:56:57,0
user_1075,channel_5,"learn a scale, easy enough!",2022-09-13 04:20:50,04:20:50,0
user_26,channel_4,acceptance?,2022-09-13 04:25:30,04:25:30,0
user_1193,channel_3,You're the best!,2022-09-13 04:34:02,04:34:02,1
user_463,channel_5,Pog KEKW,2022-09-13 04:52:05,04:52:05,0
user_904,channel_1,AOOOOE,2022-09-13 07:16:53,07:16:53,0
user_416,channel_3,@pokrak1 YEP very,2022-09-13 07:49:29,07:49:29,0
user_112,channel_1,5Head ah yes,2022-09-13 08:38:34,08:38:34,0
user_1198,channel_5,"if you can't do 5 pushups, do 5 knee pushups. if you can't do that, do 5 wall pushups",2022-09-13 08:38:46,08:38:46,0
user_369,channel_2,e,2022-09-13 08:48:48,08:48:48,0
user_841,channel_5,Yeppp,2022-09-13 09:42:57,09:42:57,0
user_390,channel_2,LUL,2022-09-13 09:56:43,09:56:43,0
user_888,channel_3,DxCat DxCat DxCat DxCat,2022-09-13 10:37:14,10:37:14,0
user_198,channel_3,Dr. K just pulled what we call a pro gamer move 5Head POGGERS,2022-09-13 12:21:29,12:21:29,0
user_386,channel_2,<3,2022-09-13 12:26:01,12:26:01,0
user_1036,channel_4,gg,2022-09-13 12:59:19,12:59:19,0
user_775,channel_1,<3,2022-09-13 13:33:56,13:33:56,0
user_572,channel_2,Love your content!,2022-09-13 14:35:27,14:35:27,10
user_193,channel_2,EZ he is,2022-09-13 15:02:51,15:02:51,0
user_121,channel_1,Dr K looks so confused lmao,2022-09-13 16:17:41,16:17:41,0
user_151,channel_5,BOOMER,2022-09-13 16:53:56,16:53:56,0
user_121,channel_1,it's the journey that matters <3,2022-09-13 17:59:26,17:59:26,0
user_795,channel_5,monkaW,2022-09-13 18:54:39,18:54:39,0
user_34,channel_5,FeelsStrongMan,2022-09-13 20:29:09,20:29:09,0
user_203,channel_1,DOMINATOR SwiftRage,2022-09-13 20:43:44,20:43:44,0
user_1027,channel_3,YEP Kult,2022-09-13 22:08:19,22:08:19,0
user_795,channel_4,,2022-09-13 23:22:29,23:22:29,0
user_255,channel_3,Pog,2022-09-13 23:32:28,23:32:28,0
user_3,channel_4,do not come,2022-09-14 00:06:07,00:06:07,0
user_810,channel_1,EZ,2022-09-14 01:08:57,01:08:57,0
user_409,channel_2,You're the best!,2022-09-14 01:41:51,01:41:51,500
user_13,channel_2,OMEGALUL OMEGALUL OMEGALUL OMEGALUL,2022-09-14 02:10:35,02:10:35,0
user_225,channel_2,"@r0nii also he's main char of AOT , no one wants to be friends with eren on their own accord lol",2022-09-14 02:37:56,02:37:56,0
user_71,channel_2,<3 <3 <3,2022-09-14 03:09:33,03:09:33,0
user_381,channel_1,<3 <3 <3 <3 <3,2022-09-14 03:39:35,03:39:35,0
user_166,channel_5,<3,2022-09-14 04:38:22,04:38:22,0
user_344,channel_5,Studying is for humans and not animals PepoG,2022-09-14 04:51:18,04:51:18,0
user_1046,channel_3,whos ls,2022-09-14 04:52:23,04:52:23,0
user_707,channel_1,el no sabe PepeLaugh,2022-09-14 05:24:06,05:24:06,0
user_24,channel_2,Post nut shame,2022-09-14 05:27:49,05:27:49,0
user_398,channel_3,Doninic?,2022-09-14 06:53:56,06:53:56,0
user_774,channel_2,dud,2022-09-14 07:42:29,07:42:29,0
user_53,channel_4,gdi LULW,2022-09-14 07:57:30,07:57:30,0
user_1019,channel_3,LET'S GOOOO,2022-09-14 08:30:19,08:30:19,0
user_710,channel_2,),2022-09-14 09:10:33,09:10:33,0
user_1007,channel_2,PogChamp,2022-09-14 10:19:29,10:19:29,0
user_735,channel_1,You're the best!,2022-09-14 10:45:45,10:45:45,25
user_1085,channel_5,Pog,2022-09-14 11:14:31,11:14:31,0
user_80,channel_3,Facts,2022-09-14 11:17:39,11:17:39,0
user_422,channel_3,aye right,2022-09-14 12:34:45,12:34:45,0
user_926,channel_2,@WarframeAtlas I love that sum up,2022-09-14 12:44:30,12:44:30,0
user_890,channel_1,Rip dr k physic,2022-09-14 13:21:25,13:21:25,0
user_949,channel_5,<3,2022-09-14 13:22:49,13:22:49,0
user_585,channel_1,ACTUALLY TRUE Pog,2022-09-14 13:27:11,13:27:11,0
user_1263,channel_3,my mans tryna find himself,2022-09-14 13:49:16,13:49:16,0
user_1050,channel_1,,2022-09-14 13:56:03,13:56:03,1
user_1239,channel_4,NOOOOOO,2022-09-14 15:02:19,15:02:19,0
user_684,channel_2,Chat what was discussed here ?,2022-09-14 15:42:52,15:42:52,0
user_974,channel_4,KEKW,2022-09-14 15:49:00,15:49:00,0
user_25,channel_4,5Head,2022-09-14 15:55:17,15:55:17,0
user_725,channel_4,<3 <3 <3,2022-09-14 16:05:05,16:05:05,0
user_3,channel_5,BECOME A CULT LEADER LULW,2022-09-14 16:49:00,16:49:00,0
user_677,channel_1,divorce is bad frie1ds,2022-09-14 17:43:52,17:43:52,0
user_735,channel_3,/,2022-09-14 17:57:41,17:57:41,0
user_1298,channel_3,Hi,2022-09-14 18:26:15,18:26:15,5
user_50,channel_1,#AD,2022-09-14 19:57:15,19:57:15,0
user_647,channel_2,PepoG Sadge,2022-09-14 20:04:33,20:04:33,0
user_157,channel_4,FeelsStrongMan,2022-09-14 20:27:18,20:27:18,0
user_277,channel_3,frens Clap,2022-09-14 20:47:43,20:47:43,0
user_78,channel_3,Sadge,2022-09-14 21:12:04,21:12:04,0
user_62,channel_3,lol,2022-09-14 21:20:07,21:20:07,0
user_1319,channel_1,,2022-09-14 23:28:43,23:28:43,5
user_239,channel_2,<3,2022-09-15 00:21:29,00:21:29,0
user_841,channel_4,Felt that too,2022-09-15 00:32:12,00:32:12,0
user_549,channel_4,Who am I,2022-09-15 00:38:52,00:38:52,0
user_551,channel_2,Hi,2022-09-15 01:37:50,01:37:50,500
user_148,channel_3,5Head,2022-09-15 02:24:55,02:24:55,0
user_386,channel_2,Jebaited,2022-09-15 02:30:02,02:30:02,0
user_884,channel_4,sodaSadCat no JB hair,2022-09-15 02:36:16,02:36:16,0
user_513,channel_1,HYPERS,2022-09-15 04:07:55,04:07:55,0
user_333,channel_2,it's alright not to know in your 20s,2022-09-15 04:10:43,04:10:43,0
user_729,channel_3,Me me me me me me me,2022-09-15 04:28:25,04:28:25,0
user_795,channel_3,Sadge,2022-09-15 05:29:17,05:29:17,0
user_36,channel_2,"@AmatuerHour I thought E, not I",2022-09-15 06:04:28,06:04:28,0
user_590,channel_1,Love your content!,2022-09-15 07:05:24,07:05:24,5
user_39,channel_4,YEP,2022-09-15 07:43:51,07:43:51,0
user_400,channel_4,very pog,2022-09-15 07:57:30,07:57:30,0
user_59,channel_2,Damn,2022-09-15 10:02:14,10:02:14,0
user_260,channel_3,<3,2022-09-15 10:34:42,10:34:42,0
user_563,channel_5,"@PlayerNoName, happythoPat",2022-09-15 10:48:35,10:48:35,0
user_103,channel_2,this guy is literally me,2022-09-15 11:48:36,11:48:36,0
user_22,channel_3,have her grind runecrafting for you instead,2022-09-15 12:02:46,12:02:46,0
user_39,channel_4,EZ,2022-09-15 12:33:40,12:33:40,0
user_68,channel_5,Pog,2022-09-15 12:53:14,12:53:14,0
user_896,channel_1,I think that is from Shakespeare,2022-09-15 12:55:37,12:55:37,0
user_198,channel_2,but Dr. K theres nothing looking back when I look in a mirror monkaW,2022-09-15 13:22:59,13:22:59,0
user_1093,channel_4,Love your content!,2022-09-15 13:29:20,13:29:20,1000
user_409,channel_1,NaM,2022-09-15 14:11:07,14:11:07,0
user_26,channel_1,eyebrows,2022-09-15 14:52:55,14:52:55,0
user_206,channel_1,p;og,2022-09-15 14:57:40,14:57:40,0
user_255,channel_4,@Buttfarm_poker_ I've seen that a lot through my family/cousins,2022-09-15 15:06:16,15:06:16,0
user_424,channel_4,7 lifetimes,2022-09-15 15:43:36,15:43:36,0
user_1253,channel_4,i see a pretty woman HYPERS,2022-09-15 15:48:14,15:48:14,0
user_1,channel_5,amazing dad ❤,2022-09-15 15:54:34,15:54:34,0
user_367,channel_3,EZ,2022-09-15 16:25:21,16:25:21,0
user_8,channel_5,nothing really matters 4Head,2022-09-15 16:49:39,16:49:39,0
user_1091,channel_4,GG,2022-09-15 17:44:58,17:44:58,0
user_156,channel_4,@ursulati99 wtf thank you so much!!,2022-09-15 18:36:20,18:36:20,0
user_881,channel_4,rip,2022-09-15 20:20:06,20:20:06,0
user_203,channel_5,Jebaited,2022-09-15 20:24:00,20:24:00,0
user_14,channel_2,mommy goes around,2022-09-15 20:29:50,20:29:50,0
user_614,channel_2,EZ Clap doesnt need mic,2022-09-15 21:41:48,21:41:48,0
user_445,channel_3,,2022-09-15 22:10:51,22:10:51,1000
user_1349,channel_3,NOOOOOOOOOOOOOO,2022-09-15 22:27:43,22:27:43,0
user_65,channel_1,<3,2022-09-15 22:50:41,22:50:41,0
user_402,channel_5,what the blog doin?,2022-09-16 02:23:11,02:23:11,0
user_91,channel_1,@jaytea111 not that simple LUL,2022-09-16 02:41:34,02:41:34,0
user_111,channel_4,PepeLaugh,2022-09-16 03:04:59,03:04:59,0
user_38,channel_5,DOM.exe has stopped working,2022-09-16 03:20:10,03:20:10,0
user_492,channel_3,I relate to him in some ways,2022-09-16 03:35:42,03:35:42,0
user_163,channel_5,FeelsStrongMan <3,2022-09-16 05:29:36,05:29:36,0
user_26,channel_1,12,2022-09-16 05:35:38,05:35:38,0
user_409,channel_2,Sadge being alone and not having someone and having to use p0rn to supplant connection with another person,2022-09-16 05:52:21,05:52:21,0
user_965,channel_2,@trini0n can i get an unban from the discord?,2022-09-16 06:06:37,06:06:37,0
user_418,channel_5,Jebaited,2022-09-16 06:31:25,06:31:25,0
user_405,channel_3,KEKW,2022-09-16 07:26:13,07:26:13,0
user_264,channel_5,<3,2022-09-16 08:24:41,08:24:41,0
user_71,channel_2,Hi,2022-09-16 08:43:06,08:43:06,1000
user_1099,channel_3,gg,2022-09-16 09:06:37,09:06:37,0
user_789,channel_1,chat calm down hes probably 20/21,2022-09-16 09:19:04,09:19:04,0
user_566,channel_2,tehcnolgy,2022-09-16 09:19:58,09:19:58,0
user_1018,channel_5,<3 <3 <3 <3 <3 <3 <3 <3 <3,2022-09-16 10:05:30,10:05:30,0
user_130,channel_2,what does that mean,2022-09-16 10:33:19,10:33:19,0
user_185,channel_3,EZ,2022-09-16 11:50:55,11:50:55,0
user_88,channel_5,LUL,2022-09-16 12:37:31,12:37:31,0
user_662,channel_2,FeelsGoodMan,2022-09-16 13:56:25,13:56:25,0
user_286,channel_4,saved,2022-09-16 14:37:12,14:37:12,0
user_29,channel_3,YEP,2022-09-16 16:17:02,16:17:02,0
user_24,channel_1,erotic fan fics Pog,2022-09-16 16:33:08,16:33:08,0
user_2,channel_4,BibleThump,2022-09-16 16:51:25,16:51:25,0
user_156,channel_2,EZ,2022-09-16 19:11:33,19:11:33,0
user_689,channel_1,monkaW,2022-09-16 19:14:22,19:14:22,0
user_138,channel_5,Pog,2022-09-16 19:44:32,19:44:32,0
user_78,channel_1,Sadge,2022-09-16 21:18:43,21:18:43,0
user_22,channel_2,do you want to run track?,2022-09-16 21:28:59,21:28:59,0
user_1245,channel_3,"ok,",2022-09-16 21:36:45,21:36:45,0
user_589,channel_5,NotLikeThis,2022-09-16 21:52:11,21:52:11,0
user_105,channel_4,EZ 🥛 good proteins,2022-09-16 22:09:32,22:09:32,0
user_748,channel_1,Jebaited,2022-09-16 22:12:27,22:12:27,0
user_1168,channel_1,,2022-09-16 22:19:41,22:19:41,100
user_427,channel_2,You're the best!,2022-09-16 22:22:37,22:22:37,1
user_411,channel_4,oh no,2022-09-16 23:27:48,23:27:48,0
user_448,channel_4,SeemsGood SeemsGood SeemsGood,2022-09-16 23:53:06,23:53:06,0
user_935,channel_5,WHY,2022-09-17 00:23:07,00:23:07,0
user_480,channel_1,DO IT,2022-09-17 00:29:48,00:29:48,0
user_638,channel_1,Its sleep time,2022-09-17 00:36:34,00:36:34,0
user_517,channel_1,Wolf of Wallstreet life OMEGALUL,2022-09-17 02:39:49,02:39:49,0
user_71,channel_1,???,2022-09-17 02:42:28,02:42:28,0
user_1113,channel_2,TRAIN,2022-09-17 04:21:47,04:21:47,0
user_368,channel_4,Sadge,2022-09-17 04:33:36,04:33:36,0
user_455,channel_5,BROOO lmao,2022-09-17 04:59:20,04:59:20,0
user_210,channel_4,<3,2022-09-17 06:07:58,06:07:58,0
user_102,channel_4,EZ CHAD,2022-09-17 08:08:06,08:08:06,0
user_844,channel_1,"Thanks btw, Dr. K!",2022-09-17 08:14:45,08:14:45,0
user_214,channel_2,OMEGALUL,2022-09-17 08:55:28,08:55:28,0
user_213,channel_5,"anyone else disassociate when you hear people telling you can do something, when your whole life you told yourself you cant?",2022-09-17 09:27:36,09:27:36,0
user_501,channel_5,this helped   me too,2022-09-17 10:38:53,10:38:53,0
user_4,channel_2,monkaW twist,2022-09-17 11:15:55,11:15:55,0
user_375,channel_3,I do not wish to be horny anymore Sadge,2022-09-17 11:18:23,11:18:23,0
user_722,channel_3,Pog Clap,2022-09-17 12:36:39,12:36:39,0
user_882,channel_3,(,2022-09-17 14:14:21,14:14:21,0
user_14,channel_4,i believe in you chad EZ <3,2022-09-17 15:49:47,15:49:47,0
user_1391,channel_3,"if you follow the advice, this is where you'd wonder if watching this would benefit you. The host therefore is perfect",2022-09-17 16:07:49,16:07:49,0
user_867,channel_2,You're the best!,2022-09-17 16:38:58,16:38:58,1000
user_78,channel_4,LESGOOOOOOOOOO,2022-09-17 16:48:46,16:48:46,0
user_66,channel_1,EZ Ofc,2022-09-17 16:56:32,16:56:32,0
user_359,channel_1,LOL,2022-09-17 17:15:14,17:15:14,0
user_965,channel_1,Just do it LUL,2022-09-17 18:34:22,18:34:22,0
user_381,channel_3,AYAYA,2022-09-17 18:43:44,18:43:44,0
user_280,channel_2,,2022-09-17 19:04:12,19:04:12,500
user_3,channel_2,Kappa,2022-09-17 19:54:55,19:54:55,0
user_480,channel_1,Sadge,2022-09-17 20:08:57,20:08:57,0
user_24,channel_2,EZ Clap,2022-09-17 20:50:28,20:50:28,0
user_425,channel_2,4Head,2022-09-17 21:46:12,21:46:12,0
user_232,channel_1,bruh,2022-09-17 21:49:39,21:49:39,0
user_994,channel_5,<3,2022-09-17 22:03:01,22:03:01,0
user_76,channel_3,Sadge,2022-09-17 22:10:20,22:10:20,0
user_404,channel_4,because 3hrs will turn into 1 month,2022-09-17 23:10:08,23:10:08,0
user_3,channel_1,PepoG who is gonna fix me?,2022-09-17 23:18:03,23:18:03,0
user_36,channel_2,KEKW,2022-09-17 23:20:48,23:20:48,0
user_629,channel_4,True,2022-09-18 00:00:14,00:00:14,0
user_37,channel_5,being suicidal is normal FeelsGoodMan,2022-09-18 00:52:49,00:52:49,0
user_381,channel_4,wyu7 WYUVERN wyu7,2022-09-18 01:16:18,01:16:18,0
user_993,channel_4,sivhd,2022-09-18 03:08:18,03:08:18,0
user_214,channel_4,Pog,2022-09-18 03:14:39,03:14:39,0
user_14,channel_1,comeback Pog,2022-09-18 04:07:13,04:07:13,0
user_1175,channel_2,KEKW LETS GOOO,2022-09-18 04:26:14,04:26:14,0
user_39,channel_5,@angrybear88888 college early 20s,2022-09-18 04:37:08,04:37:08,0
user_539,channel_5,@emperorsp6 *never,2022-09-18 04:45:01,04:45:01,0
user_418,channel_5,KEKW,2022-09-18 05:22:24,05:22:24,0
user_86,channel_1,FeelsStrongMan,2022-09-18 07:25:19,07:25:19,0
user_1193,channel_3,PepeLaugh,2022-09-18 07:33:14,07:33:14,0
user_68,channel_1,ADIDAS YEP,2022-09-18 08:02:49,08:02:49,0
user_80,channel_4,"just FYI. Can't let go of deep childhood trauma. Have to face it, feel it and process it. it's very hard to do. ❤",2022-09-18 08:16:49,08:16:49,0
user_751,channel_2,PepeLaugh,2022-09-18 08:31:26,08:31:26,0
user_1013,channel_5,VirtualHug VirtualHug VirtualHug VirtualHug VirtualHug,2022-09-18 09:08:01,09:08:01,0
user_408,channel_1,AYAYA,2022-09-18 10:59:03,10:59:03,0
user_380,channel_1,OMEGALUL,2022-09-18 12:22:40,12:22:40,0
user_102,channel_3,EZ,2022-09-18 13:29:55,13:29:55,0
user_404,channel_5,monkaW,2022-09-18 14:50:04,14:50:04,0
user_91,channel_4,NODDERS WOOOO,2022-09-18 15:16:06,15:16:06,0
user_475,channel_1,<3,2022-09-18 15:22:23,15:22:23,0
user_3,channel_3,@lukassasf ok im gonna play some bullet chess,2022-09-18 15:59:34,15:59:34,0
user_672,channel_3,noooooooo,2022-09-18 16:10:44,16:10:44,0
user_1286,channel_3,is the quote 'do something that makes you proud of who you are today' ?,2022-09-18 17:00:08,17:00:08,0
user_13,channel_1,LULW,2022-09-18 17:36:29,17:36:29,0
user_199,channel_1,"yeah for sure, the candor this man has is astounding, way to go man",2022-09-18 19:21:23,19:21:23,0
user_193,channel_2,PepoG ok,2022-09-18 19:28:15,19:28:15,0
user_273,channel_5,KEKW,2022-09-18 20:56:33,20:56:33,0
user_39,channel_4,Sadge,2022-09-18 21:08:48,21:08:48,0
user_625,channel_3,drhgPog drhgPog drhgPog drhgPog,2022-09-18 21:11:32,21:11:32,0
user_523,channel_5,p,2022-09-18 21:31:36,21:31:36,0
user_25,channel_2,4?!,2022-09-18 21:54:25,21:54:25,0
user_800,channel_4,whre is the link? modCheck,2022-09-18 22:56:00,22:56:00,0
user_3,channel_1,KEKW,2022-09-18 23:01:55,23:01:55,0
user_32,channel_2,<3,2022-09-18 23:10:12,23:10:12,0
user_585,channel_5,TRUE,2022-09-18 23:40:33,23:40:33,0
user_165,channel_2,thats a Pog,2022-09-19 00:56:59,00:56:59,0
user_389,channel_2,Derealization,2022-09-19 01:33:35,01:33:35,0
user_73,channel_4,pog,2022-09-19 02:13:01,02:13:01,0
user_117,channel_5,OMEGALUL,2022-09-19 02:48:13,02:48:13,0
user_60,channel_5,it doesn't stop at 3 days,2022-09-19 03:53:38,03:53:38,0
user_387,channel_2,he broke his desk,2022-09-19 04:47:03,04:47:03,0
user_414,channel_3,Love your content!,2022-09-19 05:13:03,05:13:03,1
user_37,channel_4,exbcDrinkagain exbcEatagain exbcDrinkagain exbcEatagain,2022-09-19 06:03:29,06:03:29,0
user_395,channel_1,You're the best!,2022-09-19 06:13:33,06:13:33,100
user_843,channel_5,Copium Copium Copium,2022-09-19 08:26:56,08:26:56,0
user_296,channel_3,Love your content!,2022-09-19 08:52:03,08:52:03,25
user_445,channel_3,"""LIBERAL"" ???? KEKW",2022-09-19 08:59:16,08:59:16,0
user_96,channel_5,FeelsStrongMan,2022-09-19 09:13:07,09:13:07,0
user_80,channel_1,Brilliant analogy,2022-09-19 09:20:20,09:20:20,0
user_130,channel_5,LUL,2022-09-19 09:23:23,09:23:23,0
user_425,channel_3,monkW,2022-09-19 10:57:59,10:57:59,0
user_578,channel_1,based,2022-09-19 11:13:57,11:13:57,0
user_653,channel_4,CORRECT. I AM A CHAD.,2022-09-19 12:08:16,12:08:16,0
user_353,channel_2,EXCUSES,2022-09-19 13:01:10,13:01:10,0
user_242,channel_5,( ( 5Head ) ),2022-09-19 13:32:24,13:32:24,0
user_844,channel_1,Lol,2022-09-19 13:36:46,13:36:46,0
user_646,channel_3,<3,2022-09-19 13:52:11,13:52:11,0
user_382,channel_5,@Domwindu AYAYA,2022-09-19 14:33:38,14:33:38,0
user_707,channel_5,EZ,2022-09-19 15:20:57,15:20:57,0
user_103,channel_1,5Head,2022-09-19 15:54:13,15:54:13,0
user_618,channel_2,twitch chat now analyzes divorces KEKW,2022-09-19 16:34:11,16:34:11,0
user_735,channel_1,k,2022-09-19 17:03:38,17:03:38,0
user_759,channel_5,AOOOOE,2022-09-19 17:15:51,17:15:51,0
user_995,channel_2,spoopykit,2022-09-19 17:18:38,17:18:38,0
user_728,channel_1,Ez Clap,2022-09-19 17:34:47,17:34:47,0
user_854,channel_4,that's deep,2022-09-19 17:43:41,17:43:41,0
user_25,channel_1,KEKW,2022-09-19 18:24:45,18:24:45,0
user_585,channel_3,gigachad's binge watch anime too...,2022-09-19 18:45:01,18:45:01,0
user_652,channel_3,BASED,2022-09-19 19:25:26,19:25:26,0
user_742,channel_3,sounds like a great life tbh,2022-09-19 20:00:38,20:00:38,0
user_760,channel_1,Hachubby,2022-09-19 20:18:13,20:18:13,0
user_559,channel_2,whres da link,2022-09-19 20:56:53,20:56:53,0
user_67,channel_1,passive suicide? monkaHmm,2022-09-19 21:18:46,21:18:46,0
user_810,channel_1,(,2022-09-19 22:18:25,22:18:25,0
user_396,channel_5,KEKW,2022-09-19 23:12:48,23:12:48,0
user_26,channel_2,", come out as gey",2022-09-19 23:20:09,23:20:09,0
user_1,channel_4,understandable my guy,2022-09-20 00:08:10,00:08:10,0
user_79,channel_1,he's too powerful monkaE,2022-09-20 00:23:12,00:23:12,0
user_14,channel_5,<3 <3 DAD FeelsStrongMan,2022-09-20 00:25:36,00:25:36,0
user_1033,channel_4,Love your content!,2022-09-20 01:30:54,01:30:54,5
user_773,channel_4,Sadge,2022-09-20 01:37:40,01:37:40,0
